,receiver_user_id,like_list,school,is_985
620,19810517,1,首都经济贸易大学,False
621,19816713,1,中央音乐学院,False
622,19822662,1,吉林大学,True
623,19832853,1,北京服装学院,False
624,19835116,1,云南师范大学,False
625,19836206,1,内蒙古体育职业学院,False
626,19840112,0,郑州大学西亚斯国际学院,False
627,19840596,1,营口职业技术学院,False
628,19843460,1,河北科技师范学院,False
629,19846100,1,北京石油大学,False
630,19849965,1,,
631,19854307,1,河北科技工程职业技术大学,False
632,19857476,1,三亚学院,False
633,19862236,1,长春工业大学,False
634,19865050,1,,
635,19869748,1,,
